row,string_id,speaker,source_speaker_key,category,attribution_confidence,attribution_basis,text,raw_text
681,88389352182435850,Researcher,RESEARCHER_NAME_KEY,character speech,explicit,explicit speaker label,They were saying things...talking about things that happened after she died. I can't explain it.,RESEARCHER_NAME_KEY: They were saying things...talking about things that happened after she died. I can't explain it.
682,88852755371970560,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A slab of rock cuts above the waves. There are [C0]four large, powerful fish[/C0] shapes carved into its face, and four great fissures running through the rock's base.","A slab of rock cuts above the waves. There are [C0]four large, powerful fish[/C0] shapes carved into its face, and four great fissures running through the rock's base."
683,88852755422302208,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You slide the four sharks into the fissures and they slip down out of sight. Moments later, you spot something rising towards the surface of the water.","You slide the four sharks into the fissures and they slip down out of sight. Moments later, you spot something rising towards the surface of the water."
684,89155828145377280,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,This dog needs a home. Do you want it?,This dog needs a home. Do you want it?
685,89155828191514624,Researcher,RESEARCHER_NAME_KEY,character speech,explicit,explicit speaker label,"A dog?! Oh gosh, let me see -","RESEARCHER_NAME_KEY: A dog?! Oh gosh, let me see -"
686,89155828191514625,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The dog bounds over to the Researcher. She crouches down to pet the dog, grinning. The dog licks her chin in response.","The dog bounds over to the Researcher. She crouches down to pet the dog, grinning. The dog licks her chin in response."
687,89155828191514626,Researcher,RESEARCHER_NAME_KEY,character speech,explicit,explicit speaker label,I could definitely take this one off your hands - and I'd love the company. Are you sure?,RESEARCHER_NAME_KEY: I could definitely take this one off your hands - and I'd love the company. Are you sure?
688,89155828191514627,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Yes, you should take the dog.","Yes, you should take the dog."
689,89155828191514628,Researcher,RESEARCHER_NAME_KEY,character speech,explicit,explicit speaker label,"Yes! Thank you! Oh, we're going to be such good friends. He can be my assistant!","RESEARCHER_NAME_KEY: Yes! Thank you! Oh, we're going to be such good friends. He can be my assistant!"
690,89155828191514629,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"On second thought, I'll keep the dog.","On second thought, I'll keep the dog."
691,89155828191514630,Researcher,RESEARCHER_NAME_KEY,character speech,explicit,explicit speaker label,"Aw, that's ok. He can come by and visit anytime.","RESEARCHER_NAME_KEY: Aw, that's ok. He can come by and visit anytime."
692,89155828191514631,Narrator / scene text,,narration,inferred,third-/second-person scene description,"There is a skinny brown dog leaping around in the shallows. Occasionally it lunges at the water, snapping at some small, silvery fish. Its technique is ineffective.","There is a skinny brown dog leaping around in the shallows. Occasionally it lunges at the water, snapping at some small, silvery fish. Its technique is ineffective."
693,89155828191514632,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Disembark.\],\[Disembark.\]
694,89155828191514633,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Continue sailing.\],\[Continue sailing.\]
695,89155828191514634,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,You jump off the boat into thigh-high water. The dog stops chasing fish and focuses on you.,DOG_NAME_KEY: You jump off the boat into thigh-high water. The dog stops chasing fish and focuses on you.
696,89155828191514635,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Pat the dog.\],\[Pat the dog.\]
697,89155828191514636,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,You're too far away to pat the dog.,You're too far away to pat the dog.
698,89155828191514637,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Slowly approach.\],\[Slowly approach.\]
699,89155828191514638,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Call for the dog.\],\[Call for the dog.\]
700,89155828191514639,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"The dog wags its tail briefly, but doesn't move.","DOG_NAME_KEY: The dog wags its tail briefly, but doesn't move."
701,89155828191514640,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Throw some fish towards the dog.\],\[Throw some fish towards the dog.\]
702,89155828191514641,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"You throw some scraps into the water near the dog. It pounces at the splash, and swallows sea water.","DOG_NAME_KEY: You throw some scraps into the water near the dog. It pounces at the splash, and swallows sea water."
703,89155828191514642,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
704,89155828191514643,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"You wade towards the shore. As you get nearer, the dog backs up a little ways. It sits.","DOG_NAME_KEY: You wade towards the shore. As you get nearer, the dog backs up a little ways. It sits."
705,89155828191514644,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Pat the dog.\],\[Pat the dog.\]
706,89155828191514645,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,You're too far away to pat the dog.,You're too far away to pat the dog.
707,89155828191514646,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Slowly approach.\],\[Slowly approach.\]
708,89155828191514647,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"You start to walk closer to the dog, but it runs away nervously and hides in some bushes. After a few moments, it emerges again.","DOG_NAME_KEY: You start to walk closer to the dog, but it runs away nervously and hides in some bushes. After a few moments, it emerges again."
709,89155828191514648,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Call for the dog.\],\[Call for the dog.\]
710,89155828191514649,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Throw some fish towards the dog.\],\[Throw some fish towards the dog.\]
711,89155828191514650,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"You throw some scraps towards the dog, which land in the sand. The dog eats them, along with a mouthful of sand.","DOG_NAME_KEY: You throw some scraps towards the dog, which land in the sand. The dog eats them, along with a mouthful of sand."
712,89155828191514651,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
713,89155828191514652,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"You make soft, encouraging noises, and the dog cautiously approaches. It stops just out of your reach.","DOG_NAME_KEY: You make soft, encouraging noises, and the dog cautiously approaches. It stops just out of your reach."
714,89155828191514653,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Pat the dog.\],\[Pat the dog.\]
715,89155828191514654,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"You extend your arm out towards the dog. It shies away and retreats up the shoreline. It looks at you expectantly, and licks its lips.","DOG_NAME_KEY: You extend your arm out towards the dog. It shies away and retreats up the shoreline. It looks at you expectantly, and licks its lips."
716,89155828191514655,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Slowly approach.\],\[Slowly approach.\]
717,89155828191514656,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"You move closer to the dog. It seems startled, and runs back up the shoreline.","DOG_NAME_KEY: You move closer to the dog. It seems startled, and runs back up the shoreline."
718,89155828191514657,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Call for the dog.\],\[Call for the dog.\]
719,89155828191514658,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"You call out to the dog softly, but it doesn't seem to want to come any closer.","DOG_NAME_KEY: You call out to the dog softly, but it doesn't seem to want to come any closer."
720,89155828191514659,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Hold out some fish in your hand.\],\[Hold out some fish in your hand.\]
721,89155828191514660,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
722,89155828191514661,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"You hold out some fish scraps in the palm of your hand. The dog approaches slowly, but soon begins licking at them.","DOG_NAME_KEY: You hold out some fish scraps in the palm of your hand. The dog approaches slowly, but soon begins licking at them."
723,89155828191514662,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Pat the dog.\],\[Pat the dog.\]
724,89155828191514663,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
725,89155828191514664,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"You reach out and gently pat the dog. Its eyes follow your hand, and it seems to understand you're not a threat.","DOG_NAME_KEY: You reach out and gently pat the dog. Its eyes follow your hand, and it seems to understand you're not a threat."
726,89155828191514665,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,You pat the dog again. It seems to be enjoying it.,DOG_NAME_KEY: You pat the dog again. It seems to be enjoying it.
727,89155828191514666,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You make your way back towards the boat. As you're wading out, you hear the sloshing of four legs cutting through the water. You stop and turn around.","You make your way back towards the boat. As you're wading out, you hear the sloshing of four legs cutting through the water. You stop and turn around."
728,89155828191514667,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,The dog is standing a few paces behind you. It tilts its head questioningly.,DOG_NAME_KEY: The dog is standing a few paces behind you. It tilts its head questioningly.
729,89155828191514668,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Let it follow you.\],\[Let it follow you.\]
730,89155828191514669,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You continue, this time with the dog alongside. Its tail is wagging so hard it beats the water into a froth behind it.","You continue, this time with the dog alongside. Its tail is wagging so hard it beats the water into a froth behind it."
731,89155828191514670,Narrator / scene text,,narration,inferred,third-/second-person scene description,"When you get to the boat, you turn around to pull the dog on board.","When you get to the boat, you turn around to pull the dog on board."
732,89155828191514671,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Shoo it away.\],\[Shoo it away.\]
733,89155828191514672,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You shout at the dog and hit the water with your hands. The dog scampers away, out of sight.","You shout at the dog and hit the water with your hands. The dog scampers away, out of sight."
734,89155828191514673,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You climb back onto your boat, leaving the dog behind.","You climb back onto your boat, leaving the dog behind."
735,89155828191514674,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"You lift the dog onto the deck. It walks around briefly, before curling into a ball and looking up at you. Maybe you could find this dog a more permanent home.","DOG_NAME_KEY: You lift the dog onto the deck. It walks around briefly, before curling into a ball and looking up at you. Maybe you could find this dog a more permanent home."
736,89155828191514675,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You leave the dog treading water beside the boat. After some time, it turns around and swims back to shore.","You leave the dog treading water beside the boat. After some time, it turns around and swims back to shore."
737,89186998581121024,Researcher,RESEARCHER_NAME_KEY,character speech,explicit,explicit speaker label,"I thought I would relish the peace and quiet. But I miss having company. I've always had someone, or at least a pet. Out here...it's just machines.","RESEARCHER_NAME_KEY: I thought I would relish the peace and quiet. But I miss having company. I've always had someone, or at least a pet. Out here...it's just machines."
738,89448783928168448,Dog,DOG_NAME_KEY,character speech,explicit,explicit speaker label,"Suddenly, the dog stands upright and begins to retch, its stomach heaving. Seconds later, it vomits a wet glob onto the floor. [C1]Something glistens through the mucus[/C1].","DOG_NAME_KEY: Suddenly, the dog stands upright and begins to retch, its stomach heaving. Seconds later, it vomits a wet glob onto the floor. [C1]Something glistens through the mucus[/C1]."
739,89448783949139968,Researcher,RESEARCHER_NAME_KEY,character speech,explicit,explicit speaker label,"Oh um, that's...interesting. I suppose that's yours. If you want it.","RESEARCHER_NAME_KEY: Oh um, that's...interesting. I suppose that's yours. If you want it."
740,89448783949139969,Researcher,RESEARCHER_NAME_KEY,character speech,explicit,explicit speaker label,"I can clean the rest up, don't worry about it.","RESEARCHER_NAME_KEY: I can clean the rest up, don't worry about it."
741,89479713950601216,Narrator / scene text,,narration,inferred,third-/second-person scene description,There are some boxes scattered haphazardly on the shore.,There are some boxes scattered haphazardly on the shore.
742,89479713954795520,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Look inside.,Look inside.
743,89479713954795521,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
744,89479713954795522,Narrator / scene text,,narration,inferred,third-/second-person scene description,A curious looking chest is half submerged in the sand.,A curious looking chest is half submerged in the sand.
745,89479713954795523,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Look inside.,Look inside.
746,89479713954795524,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
747,89479713954795525,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Waves lap at a pile of flotsam collecting on the beach. Nestled in the center is a wooden chest.,Waves lap at a pile of flotsam collecting on the beach. Nestled in the center is a wooden chest.
748,89479713954795526,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Look inside.,Look inside.
749,89479713954795527,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
750,89479713954795528,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Lying just beneath the surface of the water is a floating chest, held down by a chain that disappears into the deep.","Lying just beneath the surface of the water is a floating chest, held down by a chain that disappears into the deep."
751,89479713954795529,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Open it.,Open it.
752,89479713954795530,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
753,104041768898711552,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The [C0]Laboratory[/C0] is in ruins, with equipment and research papers strewn about the place.","The [C0]Laboratory[/C0] is in ruins, with equipment and research papers strewn about the place."
754,104041768953237504,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Open the cupboards.,Open the cupboards.
755,104041768953237505,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Inspect the equipment on the table.,Inspect the equipment on the table.
756,104041768953237506,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Look around on the floor.,Look around on the floor.
757,104041768953237507,Narrator / scene text,,narration,inferred,third-/second-person scene description,"There are some strange looking [C0]Prototype Parts[/C0] on the table, but you can't see any use for them right now.","There are some strange looking [C0]Prototype Parts[/C0] on the table, but you can't see any use for them right now."
758,104041768953237508,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,You check the cupboards.,You check the cupboards.
759,104041768953237509,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,There's nothing left in the cupboards.,There's nothing left in the cupboards.
760,104041768953237510,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,You empty the cupboards.,You empty the cupboards.
761,104041768953237511,Narrator / scene text,,narration,inferred,third-/second-person scene description,You look around on the floor. There are cracks in the base of the structure that grow to large gashes as you follow them along to the walls.,You look around on the floor. There are cracks in the base of the structure that grow to large gashes as you follow them along to the walls.
762,104041768953237512,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,All that's left are scattered sheets of paper.,All that's left are scattered sheets of paper.
763,104041768953237513,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,You pluck an item from a gouge in the floor.,You pluck an item from a gouge in the floor.
764,104048151782150144,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Kick the ashes.\],\[Kick the ashes.\]
765,104048151782150145,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Go back.\],\[Go back.\]
766,104048151782150146,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,There's nothing left to kick.,There's nothing left to kick.
767,104048151782150147,Narrator / scene text,,narration,inferred,third-/second-person scene description,You kick the ashes. Your foot hits something hard at the bottom of the pile. You brush the remnants aside.,You kick the ashes. Your foot hits something hard at the bottom of the pile. You brush the remnants aside.
768,104048151782150148,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,You take it.,You take it.
769,104048151782150149,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Where do you want to look?,Where do you want to look?
770,104062385798696960,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,All that's left of this boat is an old husk. You pull a little closer.,All that's left of this boat is an old husk. You pull a little closer.
771,104062385798696961,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Look inside.,Look inside.
772,104062385798696962,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
773,104062385798696963,Narrator / scene text,,narration,inferred,third-/second-person scene description,A once strong wooden hull lays broken against the shoreline. The stern is completely beached.,A once strong wooden hull lays broken against the shoreline. The stern is completely beached.
774,104062385798696964,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Try to get inside the stern.,Try to get inside the stern.
775,104062385798696965,Narrator / scene text,,narration,inferred,third-/second-person scene description,You pull a bit closer and manage to clamber into the back of the wreck. You look around.,You pull a bit closer and manage to clamber into the back of the wreck. You look around.
776,104062385798696966,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
777,104062385798696967,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A rotten mast lays down on this island, half hidden by the foliage. At its base, an old boat is cracked in two.","A rotten mast lays down on this island, half hidden by the foliage. At its base, an old boat is cracked in two."
778,104062385798696968,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Look inside.,Look inside.
779,104062385798696969,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
780,104315201322668032,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
781,104322849489211392,Narrator / scene text,,narration,inferred,third-/second-person scene description,She reaches into her toolbox and pulls out a handful of components.,She reaches into her toolbox and pulls out a handful of components.
782,108775052937449472,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,How are things going?,SOLDIER_NAME_KEY: How are things going?
783,108775052987781120,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A large man is watching you through the billowing smoke of a campfire, idly carving away at a wooden stake. He stands as you pull ashore.","A large man is watching you through the billowing smoke of a campfire, idly carving away at a wooden stake. He stands as you pull ashore."
784,108775052987781121,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,Stranger. From that look on your face I'd say you've encountered the local [C3]wretches[/C3]. Take a seat.,SOLDIER_NAME_KEY: Stranger. From that look on your face I'd say you've encountered the local [C3]wretches[/C3]. Take a seat.
785,108775052987781122,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,You join him by the fire.,You join him by the fire.
786,108775052987781123,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,I've been trying to rid them from this accursed jungle ever since we wrecked here.,SOLDIER_NAME_KEY: I've been trying to rid them from this accursed jungle ever since we wrecked here.
787,108775052987781127,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"I'd ask you for safe passage away from here, but not until after I've [C0]avenged my squadron[/C0].","SOLDIER_NAME_KEY: I'd ask you for safe passage away from here, but not until after I've [C0]avenged my squadron[/C0]."
788,108775052987781128,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What happened to them?,What happened to them?
789,108775052987781129,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"A number of us went down in the fog, crashing into trees or ditching into the water. Those that survived rallied here, under the boughs of this giant tree.","SOLDIER_NAME_KEY: A number of us went down in the fog, crashing into trees or ditching into the water. Those that survived rallied here, under the boughs of this giant tree."
790,108775052987781130,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"But it offered us scant protection. Before help could arrive, our numbers quickly dwindled. Picked off by the fiends and the forest.","SOLDIER_NAME_KEY: But it offered us scant protection. Before help could arrive, our numbers quickly dwindled. Picked off by the fiends and the forest."
791,108775052987781131,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",I'm listening.,I'm listening.
792,108775052987781132,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,I've met a few would-be rescuers over the years. But none would help me in my fight. Are you any different to the rest?,SOLDIER_NAME_KEY: I've met a few would-be rescuers over the years. But none would help me in my fight. Are you any different to the rest?
793,108775052987781133,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",I can help.,I can help.
794,108775052987781134,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Not right now.,Not right now.
795,108775052987781135,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"I expected as such. Stay safe, if you can.","SOLDIER_NAME_KEY: I expected as such. Stay safe, if you can."
796,108775052987781136,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,Fisherman. Have you found your courage?,SOLDIER_NAME_KEY: Fisherman. Have you found your courage?
797,108775052987781137,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Yes, I can help you.","Yes, I can help you."
798,108775052987781138,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Not right now.,Not right now.
799,108775052987781139,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Hmmph. Be off with you, then.","SOLDIER_NAME_KEY: Hmmph. Be off with you, then."
800,108775052987781140,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,I figured you'd be up for it. You...you have the look. Listen up.,SOLDIER_NAME_KEY: I figured you'd be up for it. You...you have the look. Listen up.
801,108775052987781141,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"First, we need to [C0]find the lost pieces of my squadron's mortar[/C0]. We'll then use that to bombard the beasts.","SOLDIER_NAME_KEY: First, we need to [C0]find the lost pieces of my squadron's mortar[/C0]. We'll then use that to bombard the beasts."
802,108775052987781142,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Other planes went down to the [C0]North[/C0] and [C0]East[/C0] of where we are now. I'll mark the possible crash sites on your map, you go and see what you can salvage.","SOLDIER_NAME_KEY: Other planes went down to the [C0]North[/C0] and [C0]East[/C0] of where we are now. I'll mark the possible crash sites on your map, you go and see what you can salvage."
803,108775052987781143,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,Hmm?,SOLDIER_NAME_KEY: Hmm?
804,108775052987781144,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Can you make up some Bait for me?,Can you make up some Bait for me?
805,108775052987781145,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What will you do now?,What will you do now?
806,108775052987781146,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",I have a creature corpse to show you.,I have a creature corpse to show you.
807,108775052987781147,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Let's talk about baiting the traps.,Let's talk about baiting the traps.
808,108775052987781148,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",I've found parts of the mortar.,I've found parts of the mortar.
809,108775052987781149,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What am I supposed to be doing?,What am I supposed to be doing?
810,108775052987781150,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Are there any shipwrecks around here?,Are there any shipwrecks around here?
811,108775052987781151,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Tell me about the 'Mind Suckers'.,Tell me about the 'Mind Suckers'.
812,108775052987781152,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,That's everything.,That's everything.
813,108775052987781153,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,Shipwrecks? No. Anything that meets its end here is quickly swallowed by the silt.,SOLDIER_NAME_KEY: Shipwrecks? No. Anything that meets its end here is quickly swallowed by the silt.
814,108775052987781154,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Devilish creatures, through and through. They'll stalk you along the waterways and emerge suddenly, [C3]screeching their terrible song[/C3].","SOLDIER_NAME_KEY: Devilish creatures, through and through. They'll stalk you along the waterways and emerge suddenly, [C3]screeching their terrible song[/C3]."
815,108775052987781155,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,You need to [C0]find the lost pieces of my squadron's mortar[/C0]. I've marked some locations to search on your map. Let me know how you get on.,SOLDIER_NAME_KEY: You need to [C0]find the lost pieces of my squadron's mortar[/C0]. I've marked some locations to search on your map. Let me know how you get on.
816,108775052987781156,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"You've found one component, but it's still missing a piece. Nearly there; keep looking.","SOLDIER_NAME_KEY: You've found one component, but it's still missing a piece. Nearly there; keep looking."
817,108775052987781157,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"That's the lot. Now, while I work on assembling the mortar, you can get started on the next phase of the plan.","SOLDIER_NAME_KEY: That's the lot. Now, while I work on assembling the mortar, you can get started on the next phase of the plan."
818,108775052987781158,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,You may have noticed some [C0]contraptions[/C0] in the lagoons around here. I've assembled those traps for the [C3]Mind Suckers[/C3]. We just need to [C0]lure them in[/C0] there.,SOLDIER_NAME_KEY: You may have noticed some [C0]contraptions[/C0] in the lagoons around here. I've assembled those traps for the [C3]Mind Suckers[/C3]. We just need to [C0]lure them in[/C0] there.
819,108775052987781159,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Once they're in, you see, I can [C1]fire on them with our new mortar[/C1]. And that'll be the end of them. No more nightmares.","SOLDIER_NAME_KEY: Once they're in, you see, I can [C1]fire on them with our new mortar[/C1]. And that'll be the end of them. No more nightmares."
820,108775052987781160,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,I'll mark the locations of the traps on your map. Got it?,SOLDIER_NAME_KEY: I'll mark the locations of the traps on your map. Got it?
821,108775052987781161,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,Have you got everything?,SOLDIER_NAME_KEY: Have you got everything?
822,108775052987781162,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",How do we get the Mind Suckers into the traps?,How do we get the Mind Suckers into the traps?
823,108775052987781163,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,They're attracted to some very specific types of [C1]Bait[/C1]. Your skills will come in handy here yet again.,SOLDIER_NAME_KEY: They're attracted to some very specific types of [C1]Bait[/C1]. Your skills will come in handy here yet again.
824,108775052987781164,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Is it safe?,Is it safe?
825,108775052987781165,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,Of course not.,SOLDIER_NAME_KEY: Of course not.
826,108775052987781166,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",How did you make those traps?,How did you make those traps?
827,108775052987781167,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"With patience. The [C0]creatures only seem to sense movement[/C0]. So whenever one was close, I froze.","SOLDIER_NAME_KEY: With patience. The [C0]creatures only seem to sense movement[/C0]. So whenever one was close, I froze."
828,108775052987781168,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",I understand. So what's next?,I understand. So what's next?
829,108775052987781169,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,We need to [C0]make three special Baits[/C0] from different combinations of fish.,SOLDIER_NAME_KEY: We need to [C0]make three special Baits[/C0] from different combinations of fish.
830,108775052987781170,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,Did you want to know anything else about the [C0]Bait[/C0]?,SOLDIER_NAME_KEY: Did you want to know anything else about the [C0]Bait[/C0]?
831,108775052987781171,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Let's discuss the Bait for the first one.,Let's discuss the Bait for the first one.
832,108775052987781172,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Let's discuss the Bait for the second one.,Let's discuss the Bait for the second one.
833,108775052987781173,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Let's discuss the Bait for the last one.,Let's discuss the Bait for the last one.
834,108775052987781174,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Where do I put the Bait?,Where do I put the Bait?
