game,file,ref,speaker,text,trigger_or_notes
O1,D1_SD1_WorkCamp,200.10,CAGED_SLAVE_3,Get it!,Trigger: As the player is fighting the troll.
O1,D1_SD1_WorkCamp,200.20,CAGED_SLAVE_4,That Troll ate my brother!,Trigger: As the player is fighting the troll.
O1,D1_SD1_WorkCamp,200.30,CAGED_SLAVE_3,Get us out of here!,Trigger: As the player is fighting the troll.
O1,D1_SD1_WorkCamp,200.40,CAGED_SLAVE_4,Hurry! Hurry!,Trigger: As the player is fighting the troll.
O1,D1_SD1_WorkCamp,200.50,CAGED_SLAVE_3,I don’t wanna die in a cage!,Trigger: As the player is fighting the troll.
O1,D1_SD1_WorkCamp,200.60,CAGED_SLAVE_4,Kill! Kill! Kill!,Trigger: As the player is fighting the troll.
O1,D1_SD1_WorkCamp,201.10,CAGED_SLAVE_3,Hurrah!,Trigger: the player uses the wheel to free the caged slaves.
O1,D1_SD1_WorkCamp,201.20,CAGED_SLAVE_4,We’re free!,Trigger: the player uses the wheel to free the caged slaves.
O1,D1_SD1_WorkCamp,201.30,CAGED_SLAVE_3,Yay!,Trigger: the player uses the wheel to free the caged slaves.
O1,D1_SD1_WorkCamp,201.40,CAGED_SLAVE_4,Thank the Gods!,Trigger: the player uses the wheel to free the caged slaves.
O1,D1_SD1_WorkCamp,201.50,CAGED_SLAVE_4,Come on!,Trigger: the player uses the wheel to free the caged slaves.
O1,D1_SD1_WorkCamp,201.60,CAGED_SLAVE_5,Let’s go to Spree!,Trigger: the player uses the wheel to free the caged slaves.
O1,D1_SD1_WorkCamp,202.10,CAGED_SLAVE_4,"Unpaid debts have a habit of clubbing you to death while you sleep, so come with me!",Trigger: Some of the slaves directly address the player.
O1,D1_SD1_WorkCamp,203.10,CRANE_SLAVE_1,Our liberator!,Trigger: Player enters the Crane area where a few of the slaves are milling about. Notes: The crane retrieval quest will be given in the Tower
O1,D1_SD1_WorkCamp,203.20,CRANE_SLAVE_1,"Hey, we don’t need this Crane, anymore. You take it.",
O1,D1_SD1_WorkCamp,203.30,GNARL,Well... it is ours! Wretched creatures!,
O1,D1_SD1_WorkCamp,203.40,GNARL,"Quickly, Sire. Have your Minions bring it to the Waypoint Gate.",
O1,D1_SD1_WorkCamp,204.10,FREED_SLAVE_1,Spree is free... Spree is free!,Trigger: As the player takes the Crane object towards the exit
O1,D1_SD1_WorkCamp,204.20,FREED_SLAVE_2,Let’s go home!,Trigger: As the player takes the Crane object towards the exit
O1,D1_SD1_WorkCamp,204.30,FREED_SLAVE_3,Walk away nice and slowly… nice and slowly… Now … RUN!,Trigger: As the player takes the Crane object towards the exit
O1,D1_SD1_WorkCamp,204.40,FREED_SLAVE_1,Quick!,Trigger: As the player takes the Crane object towards the exit
O1,D1_SD1_WorkCamp,204.50,FREED_SLAVE_2,Before he changes his mind.,Trigger: As the player takes the Crane object towards the exit
O1,D1_SD1_WorkCamp,204.60,FREED_SLAVE_3,Go! Go!,Trigger: As the player takes the Crane object towards the exit
O1,D1_SD1_WorkCamp,204.70,FREED_SLAVE_1,I hope my wife remembers me!,Trigger: As the player takes the Crane object towards the exit
O1,D1_SD1_WorkCamp,204.80,FREED_SLAVE_2,Home to my pumpkins!,Trigger: As the player takes the Crane object towards the exit
O1,D1_SD1_WorkCamp,204.90,FREED_SLAVE_3,Home to my sheep!,Trigger: As the player takes the Crane object towards the exit
O1,D1_SD2_HalflingHomes,100.10,GNARL,"Tread lightly, Master and make sure those Halflings never wake up!",Trigger: The player enters the first bedroom (doesn’t matter whether it’s bedroom number 1 or 2).
O1,D1_SD2_HalflingHomes,101.10,TRAPPED_PEASANT_1,Please! Oh! Get us out of here! It’s the wheel over there.,Trigger: The player enters the storage room.
O1,D1_SD2_HalflingHomes,101.20,TRAPPED_PEASANT_2,I heard those Halflings say they’re going to serve us to Melvin!,
O1,D1_SD2_HalflingHomes,101.30,TRAPPED_PEASANT_1,Oh! I don’t wanna be lunch!,
O1,D1_SD2_HalflingHomes,102.10,TRAPPED_PEASANT_1,"Don’t go, don’t go!",Trigger: If the player leaves without freeing them.
O1,D1_SD2_HalflingHomes,102.20,TRAPPED_PEASANT_2,Don’t leave us!,
O1,D1_SD2_HalflingHomes,103.10,TRAPPED_PEASANT_1,"Oh! You’ve returned! Oh, get me..",Trigger: If the player leaves without freeing them and then returns.
O1,D1_SD2_HalflingHomes,103.20,TRAPPED_PEASANT_2,"Oh, the Halflings keep waving big toasting forks at me! Oh!",
O1,D1_SD2_HalflingHomes,104.10,TRAPPED_PEASANT_1,"Oh, thank you, thank you!",Trigger: The player sets the peasants free.
O1,D1_SD2_HalflingHomes,104.20,TRAPPED_PEASANT_2,"Hey, those Halflings brought a load of food down here... You looking for it?",
O1,D1_SD2_HalflingHomes,104.30,TRAPPED_PEASANT_1,Come on! Let’s get back to Spree!,
O1,D1_SD2_HalflingHomes,105.10,GNARL,Seems that some careless Halfling has broken that wheel! You’ll have to find the missing spokes before you can use it.,Trigger: Player nears the broken wheel.
O1,D1_SD2_HalflingHomes,106.10,GNARL,"There’s one of the spokes! Return it to the wheel, Sire!",Trigger: Player finds first wheel spoke.
O1,D1_SD2_HalflingHomes,107.10,GNARL,What a fine specimen! It must have taken them years to grow. Don’t you just want to... smash it up?,Trigger: The player enters the garden area and nears the huge pumpkin.
O1,D1_SD2_HalflingHomes,108.10,GNARL,Ah ha! Take this here thingumybob back to the Tower and it'll upgrade your Maximum Minion Horde!,Trigger: Player finds Tower object inside the pumpkin.
O1,D1_SD2_HalflingHomes,200.10,GNARL,"Hmmm, we’ve found the nest, Sire. Careful, you should not alarm them all at once.",Trigger: The player enters the dinning area.
O1,D1_SD2_HalflingHomes,200.20,GNARL,Otherwise they’ll have your Minions upside down in a pot before you know it!,
O1,D1_SD2_HalflingHomes,201.10,GNARL,"There’s the food. Use your Minions to move it, Master!",Trigger: The player finds the lost food.
O1,D1_SD2_HalflingHomes,202.10,FOOD_PEASANT_1,"Oh, you’ve found it! Oh, Spree is saved! Thank you, Lord.",Trigger: The Minions and the food object reach a trigger point just before the dinning room where a group of peasants stand and block the way.
O1,D1_SD2_HalflingHomes,202.20,FOOD_PEASANT_2,"If you could just place the food over here, Lord, we shall take it up to Spree.",Food peasant 2 walks to the spot where the food object should be placed.
O1,D1_SD2_HalflingHomes,202.30,GNARL,"That food would provide you with a substantial amount of Lifeforce, Sire.",
O1,D1_SD2_HalflingHomes,202.40,GNARL,You could leave them the food. Just walk next to the platform and let your Minions leave the food supply on it.,
O1,D1_SD2_HalflingHomes,202.50,GNARL,"Or, if you’re feeling particularly Evil, why not just...keep it?",
O1,D1_SD2_HalflingHomes,202.60,GNARL,"That is, if we dispose of the…ahem, witnesses!",Cough *ahem* before witnesses.
O1,D1_SD2_HalflingHomes,203.10,GNARL,A generous act. I hope Spree will reward you accordingly.,Trigger: After the player has chosen to leave the food.
O1,D1_SD2_HalflingHomes,204.10,GNARL,"Self-preservation is key, Sire. I’m sure the peasants will understand.",Trigger: After the player has got rid of the peasants i.e. chosen the food.
O1,D1_SD2_HalflingHomes,205.10,GNARL,"Those filthy vermin don’t seem to like the Halflings, they smell their own!",Trigger: Player encounters rat spawner baskets for the first time. The rats run out and attack the Halflings.
O1,D1_SD2_HalflingHomes,206.10,GNARL,The Halflings have got holes,Trigger: Player encounters door spawners for the first time.
O1,D1_SD2_HalflingHomes,207.10,GNARL,"Good, now you’ll need 12 Minions to turn it.",Trigger: Player fixes the wheel.
O1,D1_SD2_HalflingHomes,208.10,GNARL,You can now control 15 Minions!,Trigger: Player commits Tower object.
O1,D1_SD2_HalflingHomes,209.10,GNARL,Mmm! Some juicy rat food down there!,Trigger: Player overlooks kitchen area.  Several cooks and rat spawner baskets can be seen..
O1,D1_SD2_HalflingHomes,210.10,FOOD_PEASANT_1,This ain’t goin’ to plan. Back-up! Back-up!,Trigger: Player attacks peasants
O1,D1_SD2_HalflingHomes,210.20,FOOD_PEASANT_2,You heartless wretch! We’re starving!,More peasants turn up.
O1,D1_SD3_MelvinsKitchen,100.10,GNARL,All this for one bloated Halfling hero! It could feed a hundred Minions!,Trigger: The player enters the first area where some cooks are preparing dinner for Melvin. Quick camera pan over the area.
O1,D1_SD3_MelvinsKitchen,100.20,GNARL,The Reds! Those Halflings must be using them to start the cooking fires!,Camera cuts to the Red held behind a gate under the gratings.
O1,D1_SD3_MelvinsKitchen,100.30,GNARL,They must use that wheel to control the flames.,
O1,D1_SD3_MelvinsKitchen,101.10,GNARL,Ha! Roasted in his own kitchen! There’s something Evilly poetic about that!,Trigger: The player sets a cook on fire. These lines can be looped.
O1,D1_SD3_MelvinsKitchen,101.20,GNARL,More roast meat for Melvin!,Trigger: The player sets a cook on fire. These lines can be looped.
O1,D1_SD3_MelvinsKitchen,101.30,GNARL,A good Halfling is an on-fire-and screaming Halfling!,Trigger: The player sets a cook on fire. These lines can be looped.
O1,D1_SD3_MelvinsKitchen,102.10,BROWN_MINION,Yuck!,Trigger: The player enters the Melvin Boss fight area. The camera focuses on Melvin’s back while he eating from a large plate of food. There are loud and disgusting eating noises.
O1,D1_SD3_MelvinsKitchen,102.20,MELVIN,Melvin ain't so small now!,"Melvin turns round in middle of eating, his mouth half open, food dripping out of it."
O1,D1_SD3_MelvinsKitchen,103.10,MELVIN,Come ‘ere!,Trigger: Melvin tries to stab a Minion with a fork.
O1,D1_SD3_MelvinsKitchen,103.20,MELVIN,Oh...Stay still little snack!,Trigger: Melvin tries to stab a Minion with a fork.
O1,D1_SD3_MelvinsKitchen,103.30,MELVIN,Mine! Mine! Mine!,Trigger: Melvin tries to stab a Minion with a fork.
O1,D1_SD3_MelvinsKitchen,103.40,MELVIN,Tasty! Ooh! Tasty!,Trigger: Melvin tries to stab a Minion with a fork.
O1,D1_SD3_MelvinsKitchen,103.50,MELVIN,Hungry... hungry!,Trigger: Melvin tries to stab a Minion with a fork.
O1,D1_SD3_MelvinsKitchen,104.10,MELVIN,Food!,Trigger: Melvin has lost a certain amount of health. A plate of food descends from the ceiling on a chain. Melvin stops attacking and runs to the food.
O1,D1_SD3_MelvinsKitchen,105.10,MELVIN,"Squash food, eat food!",Trigger: As Melvin rolls himself up into a ball to execute his rolling attack.
O1,D1_SD3_MelvinsKitchen,106.10,GNARL,"Burst him like a balloon, Master!",Trigger: Melvin is almost dead.When Melvin is almost dead he will wobble into the middle of the room and fall down convulsing.
O1,D1_SD3_MelvinsKitchen,107.10,GNARL,"That is concentrated Evil, Sire!",Trigger: Melvin is dead. A large red cloud of concentrated Evil floats up from Melvin’s corpse and disperses.
O1,D1_SD3_MelvinsKitchen,107.20,GNARL,It accumulates in those of an especially Evil disposition!,
O1,D1_SD3_MelvinsKitchen,107.30,GNARL,"Now you’ve dealt with Melvin, you should endeavor to find our fiery friends.",
O1,D1_SD3_MelvinsKitchen,200.10,GNARL,"Reds! Look after them, and they’ll look after you. Just like one big Evil family.",Trigger: Player frees the first 5 Red Minions. Non-Interactive Cut-scene The Red minions run under the grating and out the oven. When the Reds run out of the oven they run towards a red gate and jump into it.
O1,D1_SD3_MelvinsKitchen,200.20,GNARL,"As I explained, Reds are fire immune, but they also have a powerful ranged attack.",
O1,D1_SD3_MelvinsKitchen,201.10,GNARL,"Summon some Reds, Sire. If you’ve reached your Maximum Minion Horde with your Browns, you can swap them at the Gate.",Trigger: Above cut-scene becomes interactive.
O1,D1_SD3_MelvinsKitchen,202.10,GNARL,"I think you should have a little practice, Sire. Select your Reds.",Trigger: The player has pulled the Reds out of the gate:
O1,D1_SD3_MelvinsKitchen,203.10,GNARL,Now sweep your Reds into that fire barrier over there.,Trigger: Tutorial text on screen. Hold the RB button to select the minion type. Now select the Red Minions by pressing B
O1,D1_SD3_MelvinsKitchen,204.10,GNARL,"More Reds are available at the Gate, Master.",
O1,D1_SD3_MelvinsKitchen,205.10,GNARL,"This is Red Lifeforce, Sire. It will allow you to summon more Reds.","Trigger: Player harvests Red Lifeforce for the first time,"
O1,D1_SD3_MelvinsKitchen,206.10,GNARL,"That’s the Red Minion Hive, Master! Summon enough Reds to carry it to the Waypoint Gate.","Trigger: Player nears Red Hive.
Brief cut-away highlighting the Red Minion Hive."
O1,D1_SD3_MelvinsKitchen,207.10,GNARL,The Reds won’t leave without their Hive.,Trigger: The player tries to leave the area without the Red Hive. The Reds will refuse to go any further.
O1,D1_SD3_MelvinsKitchen,300.10,GNARL,"Ah, the perfect opportunity to test out your Reds on those Halflings.",Trigger: The player nears the area where the Halflings can be seen through the gate.
O1,D1_SD3_MelvinsKitchen,300.20,GNARL,"Recall your Reds from the Red Hive and commence the fry and die, Sire!",
O1,D1_SD3_MelvinsKitchen,301.10,GNARL,"Quick Sire, select your Browns again!",Trigger: Reds kill X amount of Halflings. Short non-interactive cut-scene.The rest of the Halflings run out of the area and towards the door/gate and try andstart banging on the door trying to break it down. Ends - gameplay becomes interactive
O1,D1_SD3_MelvinsKitchen,301.20,GNARL,"Quick Sire, select your Browns!",
O1,D1_SD3_MelvinsKitchen,302.10,GNARL,"Quick Sire, select all your Minions!","Trigger: When player has selected Browns/All Minions. Non-Interactive Short shot on the door, the gate opens and the Halflings run in. Ends – scene becomes interactive"
O1,D1_SD3_MelvinsKitchen,303.10,GNARL,"Do not forget the Red Hive, Sire.",Trigger: The player tries to proceed to the next area without the Red Hive.
O1,D1_SD3_MelvinsKitchen,304.10,GNARL,You cannot reach them from here. You must reposition your Reds for maximum flaming carnage!,"Trigger: Player enters second area with the Halfling cooks in.
Non-Interactive. Brief cut-scene - Shot on cook coming out of a door spawner. Shot on another cook walking towards the wheel (the cooks are to far to target) zoom out on shot of the vantage point for the Reds"
O1,D1_SD3_MelvinsKitchen,305.10,GNARL,"Sire, you can hold the position of your Minions by placing Guard Markers for them.",Trigger: The player sweeps the Reds to the vantage point
O1,D1_SD3_MelvinsKitchen,306.10,GNARL,"See, now they are holding off the cooks you can sweep your Browns to that fire wheel.",Trigger: Player uses flag and Reds fire down on cooks.
O1,D1_SD3_MelvinsKitchen,307.10,GNARL,There were flames... there was carnage... well done Sire!,Trigger: The player clears the area of cooks
O1,D1_SD3_MelvinsKitchen,308.10,GNARL,"No Hive, no Reds, Sire!",Trigger: The player tries to leave the level without taking the Red Hive.
O1,D1_SD4_Castle_Spree,100.10,CASTLE_PEASANT_1,"My lady, please hurry, they’re coming.",Trigger: As the player nears the areas. Camera zooms towards the door slowly. Voices can be heard.
O1,D1_SD4_Castle_Spree,100.20,ROSE,Stay back. These people are no threat to you! Put that down!,"Trigger: Sound of a low, threatening hiss"
O1,D1_SD4_Castle_Spree,100.30,ROSE,Okay... let’s...just...,Trigger: Hissing gets louder and more threatening. Sound of something catching light (such as burning torch) and more hissing.
O1,D1_SD4_Castle_Spree,100.40,CASTLE_PEASANT_2,Argh!,"Trigger: The player hears an anguished male screaming. A moment later a burning peasant (Castle_peasant_2 – Note, they don’t speak in the opening scene so this could also be voiced by castle_peasant_1) runs out of the back doorway screaming and dies dramatically."
O1,D1_SD4_Castle_Spree,100.50,ROSE,"Quick, the store room!",Trigger: Rose runs out of the same doorway followed by a few other peasants.
O1,D1_SD4_Castle_Spree,100.60,CASTLE_PEASANT_1,That was... horrible...,Trigger: The group runs to the small storage room behind the left doorway. The peasants stand there shuffling their feet.
O1,D1_SD4_Castle_Spree,100.70,ROSE,"Unless you want the horrible following us in here, I suggest you shut the door!",
O1,D1_SD4_Castle_Spree,101.10,ROSE,Keep those Reds at the back!,"Trigger: This can be triggered on a per-raider death basis, or a timed basis."
O1,D1_SD4_Castle_Spree,101.20,ROSE,Set them on fire!,"Trigger: This can be triggered on a per-raider death basis, or a timed basis."
O1,D1_SD4_Castle_Spree,101.30,ROSE,"Control your Minions, man!","Trigger: This can be triggered on a per-raider death basis, or a timed basis."
O1,D1_SD4_Castle_Spree,102.10,ROSE,Your little creatures are just,Trigger: Player kills the last raider
O1,D1_SD4_Castle_Spree,103.10,ROSE,"Have you heard about the Heaven’s Peak plague? It’s nasty,",Trigger: This cut-scene initiates when the player approaches Rose. Close up of Rose behind the portcullis.
O1,D1_SD4_Castle_Spree,103.20,ROSE,I came here to see if this place could shelter the poor lumps that aren’t infected...,
O1,D1_SD4_Castle_Spree,103.30,ROSE,"I need to get out of here, but I can’t leave with these Raiders everywhere and I need my luggage.",
O1,D1_SD4_Castle_Spree,103.40,ROSE,Could you deal with them and retrieve it for me?,
O1,D1_SD4_Castle_Spree,200.10,ROSE,"Oh, you should probably know, those Raiders had a strange creature with them.",Trigger: As the player turns the wheel to open the last door.
O1,D1_SD4_Castle_Spree,200.20,ROSE,It’s bound to be magical...must have helped them get in here!,
O1,D1_SD4_Castle_Spree,201.10,ROSE,"Hmmm, I see you haven’t found my luggage yet! I must've been wrong about you!",Trigger: The player returns to Rose without having turned the wheel.
O1,D1_SD4_Castle_Spree,201.20,ROSE,"You need to open the gate to the cellars, come on man, get moving!",
O1,D1_SD4_Castle_Spree,202.10,ROSE,Those Raiders don’t want me helping the plague victims. They want to create chaos!,"Trigger: The player opens the portcullis in the back of the room (which is on a raised area) and comes back to the big starting hall. Close up of Rose behind the portcullis, she moves closer to the gate. Rose lowers her voice."
O1,D1_SD4_Castle_Spree,202.20,ROSE,If that plague gets out of Heaven’s Peak then things will get very,
O1,D1_SD4_Castle_Spree,300.10,GNARL,Hmm...That creature’s presence explains how these Raiders entered the castle.,"Notes: When the player enters the last room of the map, he will see the Overseer floating in the back of the room, guarding Rose’s luggage. The Overseer creates a portal and a couple of Ruborian Raiders spawn out of it."
O1,D1_SD4_Castle_Spree,301.10,GNARL,"Quick Master, position your Reds on high ground to attack the beast!",Trigger: After the opening cut-scene
O1,D1_SD4_Castle_Spree,302.10,GNARL,You must keep it surrounded!,Trigger: The Player positions Reds on one side and the Overseer moves.
O1,D1_SD4_Castle_Spree,303.10,GNARL,That’s it! Now protect them and take it down!,Trigger: The Player has positioned Reds on both sides of the Overseer.
O1,D1_SD4_Castle_Spree,304.10,GNARL,Now bring the luggage to that female creature before she moans the place down!,Trigger: The Overseer is dead.
O1,D1_SD4_Castle_Spree,400.10,ROSE,"If you don’t want your skin to rot and drop off, I suggest you find my luggage! Mm... please","Trigger: The player opens the portcullis in the back of the room and comes back to trigger the ‘wheel turned’ cut scene, but has returned to the room, without the luggage (i.e. he’s got lost, tried to flee from the raiders etc)."
O1,D1_SD4_Castle_Spree,401.10,CASTLE_PEASANT_1,Let’s head for Spree!,"Trigger: The player returns with Rose’s luggage. Rose opens the gate, and the cleaner peasants rush out."
O1,D1_SD4_Castle_Spree,401.20,ROSE,My luggage! You and your little Cherubs found it!,The peasants run off and Rose approaches the player.
O1,D1_SD4_Castle_Spree,401.30,BROWN_MINION,Cherubs? Yuck!,
O1,D1_SD4_Castle_Spree,401.40,ROSE,"I thought you were just the usual run-of-the-mill dungeon fodder, but you’ve surprised me!",
O1,D1_SD4_Castle_Spree,401.50,ROSE,I think someone like you could use someone like me. Let’s go!,
O1,D2_MAIN,100.10,GNARL,Evernight Forest was once filled with Elven magic.,Trigger: On entering the domain for the first time
O1,D2_MAIN,100.20,GNARL,Creature and plant existed harmoniously amid leafy canopies and sun-dappled pools.,
O1,D2_MAIN,100.30,GNARL,"Now it is dank, dark, corrupted…",
O1,D2_MAIN,100.40,GNARL,Ooh I like what they’ve done with the place!,
O1,D2_MAIN,200.10,MALE_GHOSTELF_PATH_1,Who trespasses on this once verdant soil?,"Triggered: After Gnarl’s announcement, as the player is exploring. Important Note: The Elf is communicating with the player from a distance, at this point."
O1,D2_MAIN,201.10,MALE_GHOSTELF_PATH_1,What creature has the Dreaming brought forth? Alas Oberon is truly sickened!,Triggered: Once the player has reached the path Elves.
O1,D2_MAIN,201.20,GNARL,"Elves, even dead ones, can speak telepathically to all magical beings, Sire. Lazy creatures!",
O1,D2_MAIN,201.30,MALE_GHOSTELF_PATH_1,It must prove that it is not a manifestation made flesh!,After Speech: The two ghosts float nearer to the player.
O1,D2_MAIN,201.40,MALE_GHOSTELF_PATH_2,"If you are of the earth and not of the mind, seek out the one-horned beasts.",
O1,D2_MAIN,201.50,MALE_GHOSTELF_PATH_1,"Once they bestowed healing, but now they crave the blood of living creatures, all living creatures.",
O1,D2_MAIN,201.60,BROWN_MINION,Blood... blood... wooo hooo!,Minions bounce up and down (If they can!)
O1,D2_MAIN,201.70,MALE_GHOSTELF_PATH_2,Release them from their pain and return here. Only then shall you learn more of Evernight’s sorrow.,Ends - These Elves do not fade yet
O1,D2_MAIN,300.10,GNARL,"Soppy, over-rated pit-ponies! Elves, I","Triggered: When the player nears the first unicorn
(Note: The cut-scene for this has already been done.)"
O1,D2_MAIN,300.20,BROWN_MINION,Aaaaahh horsie wanna play!,Trigger: As the bloody unicorn start to charge.
O1,D2_MAIN,301.10,MALE_GHOSTELF_PATH_1,Kill the one-horned beasts and we will tell you more of Evernight.,Triggered: If the player returns to the Elves on the path without having killed either unicorn.
O1,D2_MAIN,302.10,MALE_GHOSTELF_PATH_2,"You have freed one beast, but you must release the other from its suffering!",Triggered: If the player returns to the Elves on the path without having killed either unicorn. Ends - These Elves do not fade yet.
O1,D2_MAIN,303.10,MALE_GHOSTELF_PATH_1,"The beasts are slain! Alas, it is only a brief light that shines within this darkness.",Triggered: The player returns to the Elves on the path after having killed both bloody unicorns.
O1,D2_MAIN,303.20,MALE_GHOSTELF_PATH_2,Listen to the Forest... its sadness will tell you more.,After: The Elves fade away
O1,D2_MAIN,303.30,ROSE,"Typical Elves, they’re dead and now they can’t wait to bring everyone else down!",ONLY IF ROSE IS IN THE TOWER
O1,D2_MAIN,400.10,GHOSTELF_TRACK_1,...the footprints of death still linger. They taunt us.,Trigger: When the player nears the war machine tracks. An Elf fades into view.
O1,D2_MAIN,400.20,ROSE,"Elves, they’re so depressing. Pull yourself together man!","If Rose is in your Tower. If not, line doesn’t play."
O1,D2_MAIN,401.10,GHOSTELF_TRACK_1,"Roots breaking, branches snapping, I hear their cries... their anguish.",
O1,D2_MAIN,401.20,GHOSTELF_TRACK_1,Unholy devourer of nature...it cannot be of this world.,Ends – The Elf fades away
O1,D2_MAIN,500.10,EVERNIGHT_GHOST_1,"To fight the Dreaming is to fight the wind, the leaves on the trees, the birds in the sky. It is",Trigger: After the player has killed the skull tribe rats.
O1,D2_MAIN,600.10,GHOSTELF_OBERON_1,Oberon Greenhaze once travelled the lands vanquishing great Evils.,"Trigger: When the player enters the area with Oberon encased in the depths of a giant tree. The first part is a non-interactive cut-scene as the camera pans across the area, the roots leading up to the shield and lastly the sleeping form of Oberon in the heart of the tree."
O1,D2_MAIN,600.20,GHOSTELF_OBERON_1,"But when last he returned, our great hero lost his taste for battle. When the Dwarven invaders came, he would not fight.",
O1,D2_MAIN,600.30,GHOSTELF_OBERON_1,"Oberon’s blade became dull, his bow-string brittle and he would not wake from his slumber.",
O1,D2_MAIN,600.40,GHOSTELF_OBERON_1,"Around him grew this tree, swaddling him in its branches.",
O1,D2_MAIN,600.50,GHOSTELF_OBERON_1,Then the Dreaming came.,
O1,D2_MAIN,600.60,BROWN_MINION,Oooohhhhhh!,
O1,D2_MAIN,.,(unattributed),----,
O1,D2_MAIN,601.10,GHOSTELF_OBERON_1,Oberon gave form to his blackest dreams. They drove out the invaders.,Trigger: An Elf fades into view.
O1,D2_MAIN,601.20,GHOSTELF_OBERON_1,"The tree grew over the place where the invaders entered our lands, but its roots drew power from the Forest, corrupting all within.",
O1,D2_MAIN,601.30,GHOSTELF_OBERON_1,Now Oberon’s nightmares rule Evernight.,The Elf fades from view
O1,D2_MAIN,601.40,BROWN_MINION,So... Sad...,
O1,D2_MAIN,602.10,GNARL,"Hmmm...Oberon... catchy name...  That Elf is protected by a powerful shield, Master. The roots give it energy.",Trigger: The first time the player encounters the first root node. This maybe directly after the interactive Elf cut-scene (above) has finished.
O1,D2_MAIN,603.10,GHOSTELF_OBERON_1,What? What is happening? The tree... I feel it quivering!,Trigger: The first tree root is destroyed.
O1,D2_MAIN,604.10,GNARL,Find the other root nodes. Give that lazy Elf a rude awakening!,"Trigger: The player returns to the clearing after destroying the first tree root, and before destroying the last tree root. If Rose is in your Tower."
O1,D2_MAIN,604.20,GNARL,Find the other root nodes. Give that lazy Elf a rude awakening!,Trigger as line 56. If Rose is NOT in your Tower.
O1,D2_MAIN,604.30,GNARL,"The shield is weakening! You must destroy the other root nodes, Sire!",Trigger as line 56. If Rose is NOT in your Tower.
O1,D2_MAIN,604.40,GNARL,"No doubt the Dwarf domain is bloated with the spoils of war! We must find a way through, Lord.",Trigger as line 56. If Rose is NOT in your Tower.
O1,D2_MAIN,605.10,GNARL,"That was the last root node, Sire! The shield is down! Now let’s see if that Elf can keep his eyes open long enough to fight!",Trigger: The last root node is destroyed.
O1,D2_MAIN,605.20,GNARL,He can sleep all he likes in the afterlife!,
O1,D2_MAIN,606.10,ROSE,"Come on, man! What are you waiting for? He’s not going to move himself!",If the player has Rose in their Tower.
O1,D2_MAIN,606.20,VELVET,"That’s enough prolonging the excitement sweetie, I want to see some real Elf blood!",If the player has Velvet in their Tower.
O1,D2_MAIN,606.30,GNARL,"Time is wasting, Sire. You must face Oberon!",Trigger: If the player hangs around too long in the rest of the domain without going to the Oberon’s area.
O1,D2_MAIN,606.40,GNARL,Do not let that Elf fall asleep again!,Trigger: If the player hangs around too long in the rest of the domain without going to the Oberon’s area.
O1,D2_MAIN,606.50,GNARL,"You must take the fight to Oberon, Lord!",Trigger: If the player hangs around too long in the rest of the domain without going to the Oberon’s area.
O1,D2_MAIN,700.10,GNARL,Green Minions! We are in luck! They have resistance to the poisonous plants in Evernight. You must find their lair.,Trigger: This triggers when the player comes across the Green Minions for the first time and a cut-scene triggers in which the Minions escape a skull tribe rat by running through a poison barrier.
O1,D2_MAIN,700.20,BROWN_MINION,Greens smell! Greens smell! Poooooo!,
O1,D2_MAIN,701.10,GNARL,"Do not try to cross these blooms, Lord. You will need to find Minions with a resistance to poison, first.","Trigger: When the player nears a poison barrier for the first time, and they have not found the Green Minion Tower object."
O1,D2_MAIN,701.20,GNARL,Only they can destroy this noxious flora!,
O1,D2_MAIN,701.30,GNARL,Do not venture near those blooms without the aid of the Green Minions.,"Trigger: When the player nears a poison barrier for the second time, and they have still not found the Green Minion Tower object."
O1,D2_MAIN,702.10,GNARL,"Drowning your army is a waste. Sire, if only we had Minions that could swim, or float, or not drown quite so fast!",Trigger: When the player nears the water/wheel area for the first time and they have not found the Blue Minion Tower object.
O1,D2_MAIN,702.20,BROWN_MINION,"Blues, swim like fishes!",
O1,D2_MAIN,703.10,GNARL,"Although your imposing form can enter water, your Minions cannot!",Trigger: When the player nears the water area with the root bridge for the first time
O1,D2_MAIN,703.20,GNARL,Well they can... but they will drown in a rather amusing way. You must find them a bridge across.,Trigger: When the player nears the water area with the root bridge for the first time
O1,D2_MAIN,800.10,GHOSTELF_CITY_1,"We, the lost children of the Goddess, praise her.",Trigger: These 3 Elves should be the first group of Elves that the player encounters in the ruined city area.
O1,D2_MAIN,800.20,GHOSTELF_CITY_1,"For she is mother to all races, but embraces the Elves as her kindred.",
O1,D2_MAIN,800.30,"GHOSTELF_CITY_2
GHOSTELF_CITY_3",Do not forsake us Elf Mother!,
O1,D2_MAIN,800.40,BROWN_MINION,Yaaaaaaawwwwnnn!,
O1,D2_MAIN,800.50,GHOSTELF_CITY_1,Through the protection of her effigy we beseech her to restore our glory.,
O1,D2_MAIN,800.60,"GHOSTELF_CITY_2
GHOSTELF_CITY_3",For only through our torment can we come to know her divinity!,
O1,D2_MAIN,801.10,GHOSTELF_CITY_1,Has the Goddess deserted us? Does she favor the Dwarves? Can it be?,Trigger: These can be dotted around the ruined city are and looped/alternated as required.
O1,D2_MAIN,801.20,GHOSTELF_CITY_1,Even in death we will protect the statue.,Trigger: as above.
